1-Jan-14,,,,,,,,
"Trader Joe's - Raw Brazil Nuts, 3 pieces (30 g)",81,2g,8g,2g,0mg,0mg,0g,1g
"Mother's - Walnuts Large Halves, 4 full walnut",104,2g,10g,2g,0mg,4mg,4g,1g
"Carb Nite - Almonds , 5 nuts",33,1g,5g,2g,0mg,0mg,0g,1g
TOTAL:,"1,527",169g,69g,82g,760mg,546mg,39g,63g
3-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 3.75 tbsp (5g)",38,11g,2g,4g,0mg,244mg,0g,8g
Lunch,,,,,,,,
"broccoli fried eggs, 1 serving",233,12g,15g,17g,380mg,198mg,4g,5g
"black eyed pea soup, 1 serving",173,32g,1g,11g,0mg,40mg,7g,10g
Dinner,,,,,,,,
"Red Wine - Pinot Noir, 5 oz.",125,4g,0g,0g,0mg,6mg,1g,0g
"Oil - Olive, 0.5 tsp",20,0g,2g,0g,0mg,0mg,0g,0g
Snacks,,,,,,,,
"Crio Bru - Brewed Cocoa - Coca River, 6 Tbsp",30,5g,0g,0g,0mg,0mg,0g,0g
"Generic - Pecans, Raw, 10 Halves, 2 halves",20,0g,2g,0g,0mg,0mg,0g,0g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 2 tbsp (5g)",20,6g,1g,2g,0mg,130mg,0g,4g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
"Generic - Walnut Halves & Pieces, 8 halves",106,2g,11g,2g,0mg,1mg,0g,1g
"Carb Nite - Almonds , 2 nuts",13,0g,2g,1g,0mg,0mg,0g,0g
TOTAL:,"1,227",113g,55g,66g,760mg,889mg,21g,40g
4-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
Lunch,,,,,,,,
"lentil soup, 3/4 serving",132,22g,0g,10g,0mg,93mg,2g,6g
Dinner,,,,,,,,
"broccoli fried eggs, 1 serving",233,12g,15g,17g,380mg,198mg,4g,5g
"black eyed pea soup, 1 serving",173,32g,1g,11g,0mg,40mg,7g,10g
Snacks,,,,,,,,
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 2 tbsp (5g)",20,6g,1g,2g,0mg,130mg,0g,4g
"Crio Bru - Brewed Cocoa - Coca River, 4 Tbsp",20,3g,0g,0g,0mg,0mg,0g,0g
"Truenutrition - Whey Protein Concentrate, Super Grade, 15 g",60,1g,1g,12g,15mg,18mg,1g,1g
"Truenutrition - Hydrolyzed Casein, 15 g",55,0g,0g,13g,0mg,0mg,0g,0g
"Truenutrition - 100% Whey Protein Isolate Microfiltrated, 15 grams",55,0g,0g,14g,0mg,38mg,0g,0g
"Costco Cytosport - 100% Whey Protein, Chocolate, From the Creators of Muscle Milk, 0.33 scoop (36.3g)",47,1g,1g,9g,23mg,57mg,1g,0g
"Reese's - Reese's Peanut Butter Cup Mini (Not the Pieces), 1 pieces",44,5g,3g,1g,1mg,26mg,5g,0g
"Milky Way - Milky Way Mini Bar (1 Piece), 1 Piece",40,6g,2g,0g,0mg,15mg,5g,0g
"Generic - Walnut Halves & Pieces, 8 halves",106,2g,11g,2g,0mg,1mg,0g,1g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 4 tbsp (5g)",40,12g,2g,4g,0mg,260mg,0g,8g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
"Carb Nite - Almonds , 10 nuts",67,1g,10g,4g,0mg,0mg,1g,2g
TOTAL:,"1,541",144g,66g,128g,799mg,"1,146mg",35g,49g
5-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",139,31g,1g,9g,0mg,21mg,4g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 1 tbsp (5g)",10,3g,1g,1g,0mg,65mg,0g,2g
Lunch,,,,,,,,
"Japanese Pumpkin - Kabocha Squash, 2 cup",160,14g,0g,2g,0mg,0mg,8g,2g
"Squash - Butternut, cooked, baked, without salt, 1.5 cup, cubes",123,32g,0g,3g,0mg,12mg,6g,0g
"Costco Cytosport - 100% Whey Protein, Chocolate, From the Creators of Muscle Milk, 0.67 scoop (36.3g)",93,2g,2g,18g,47mg,113mg,2g,1g
"Generic - Walnut Halves & Pieces, 4 halves",53,1g,5g,1g,0mg,0mg,0g,1g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 2 tbsp (5g)",20,6g,1g,2g,0mg,130mg,0g,4g
"lentil soup, 1/3 serving",59,10g,0g,4g,0mg,41mg,1g,3g
Dinner,,,,,,,,
"Carrots - Raw, 0.75 cup, chopped",39,9g,0g,1g,0mg,66mg,4g,3g
"Generic - Walnut Halves & Pieces, 6 halves",79,2g,8g,2g,0mg,0mg,0g,1g
"Carb Nite - Almonds , 5 nuts",33,1g,5g,2g,0mg,0mg,0g,1g
Snacks,,,,,,,,
"Crio Bru - Brewed Cocoa - Coca River, 4 Tbsp",20,3g,0g,0g,0mg,0mg,0g,0g
"Generic - Walnut Halves & Pieces, 6 halves",79,2g,8g,2g,0mg,0mg,0g,1g
"David - Pumpkin Seeds Roasted and Salted (With Shell) - Net Carbs, 1.33 serving 1/4 cup (30g kernel) 1/3 cup in shell",253,1g,21g,13g,0mg,"1,253mg",0g,1g
"Red Wine - Pinot Noir, 5 oz.",125,4g,0g,0g,0mg,6mg,1g,0g
TOTAL:,"1,504",131g,66g,75g,427mg,"1,853mg",33g,30g
6-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",139,31g,1g,9g,0mg,21mg,4g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
Dinner,,,,,,,,
"pinto bean soup, 1 serving",134,32g,0g,9g,0mg,47mg,4g,17g
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
Snacks,,,,,,,,
"Crio Bru - Brewed Cocoa - Coca River, 5 Tbsp",25,4g,0g,0g,0mg,0mg,0g,0g
"Truenutrition - 100% Whey Protein Isolate Microfiltrated, 15 grams",55,0g,0g,14g,0mg,38mg,0g,0g
"Truenutrition - Hydrolyzed Casein, 15 g",55,0g,0g,13g,0mg,0mg,0g,0g
"Truenutrition - Whey Protein Concentrate, Super Grade, 15 g",60,1g,1g,12g,15mg,18mg,1g,1g
"Carb Nite - Almonds , 8 nuts",53,1g,8g,3g,0mg,0mg,1g,2g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 4 tbsp (5g)",40,12g,2g,4g,0mg,260mg,0g,8g
"Trader Joe's - Raw Brazil Nuts, 1 pieces (30 g)",27,1g,3g,1g,0mg,0mg,0g,0g
"Generic - Walnut Halves & Pieces, 12 halves",159,3g,16g,4g,0mg,1mg,1g,2g
TOTAL:,"1,512",137g,67g,131g,855mg,"1,053mg",24g,53g
7-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",139,31g,1g,9g,0mg,21mg,4g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
Dinner,,,,,,,,
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"pinto bean soup, 1 serving",134,32g,0g,9g,0mg,47mg,4g,17g
"black eyed pea soup, 1/2 serving",86,16g,0g,5g,0mg,20mg,3g,5g
Snacks,,,,,,,,
"Generic - Walnut Halves & Pieces, 4 halves",53,1g,5g,1g,0mg,0mg,0g,1g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 4 tbsp (5g)",40,12g,2g,4g,0mg,260mg,0g,8g
"Crio Bru - Brewed Cocoa - Coca River, 5.5 Tbsp",28,4g,0g,0g,0mg,0mg,0g,0g
"David - Pumpkin Seeds Roasted and Salted (With Shell) - Net Carbs, 0.33 serving 1/4 cup (30g kernel) 1/3 cup in shell",63,0g,5g,3g,0mg,313mg,0g,0g
"Carb Nite - Almonds , 8 nuts",53,1g,8g,3g,0mg,0mg,1g,2g
"Trader Joe's - Raw Brazil Nuts, 1 pieces (30 g)",27,1g,3g,1g,0mg,0mg,0g,0g
"Generic - Pecans, Raw, 10 Halves, 10 halves",98,2g,10g,2g,0mg,0mg,0g,2g
TOTAL:,"1,486",152g,70g,99g,840mg,"1,329mg",25g,58g
8-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",139,31g,1g,9g,0mg,21mg,4g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
"black eyed pea soup, 1/2 serving",86,16g,0g,5g,0mg,20mg,3g,5g
Lunch,,,,,,,,
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
"Carb Nite - Almonds , 7 nuts",47,1g,7g,3g,0mg,0mg,0g,1g
Dinner,,,,,,,,
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"pinto bean soup, 1 1/2 serving",201,48g,0g,13g,0mg,71mg,7g,25g
Snacks,,,,,,,,
"Crio Bru - Brewed Cocoa - Coca River, 5.5 Tbsp",28,4g,0g,0g,0mg,0mg,0g,0g
"Truenutrition - Whey Protein Concentrate, Super Grade, 15 g",60,1g,1g,12g,15mg,18mg,1g,1g
"Truenutrition - Hydrolyzed Casein, 15 g",55,0g,0g,13g,0mg,0mg,0g,0g
"Truenutrition - 100% Whey Protein Isolate Microfiltrated, 15 grams",55,0g,0g,14g,0mg,38mg,0g,0g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 6 tbsp (5g)",60,18g,3g,6g,0mg,390mg,0g,12g
TOTAL:,"1,550",172g,53g,138g,855mg,"1,226mg",28g,68g
9-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"pinto bean soup, 1 1/2 serving",201,48g,0g,13g,0mg,71mg,7g,25g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
Dinner,,,,,,,,
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"black bean soup, 1 serving",139,31g,1g,9g,0mg,21mg,4g,7g
Snacks,,,,,,,,
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
"Squash - Butternut, cooked, baked, without salt, 0.67 cup, cubes",55,14g,0g,1g,0mg,5mg,3g,0g
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 6 tbsp (5g)",60,18g,3g,6g,0mg,390mg,0g,12g
"Crio Bru - Brewed Cocoa - Coca River, 5.5 Tbsp",28,4g,0g,0g,0mg,0mg,0g,0g
"Red Wine - Pinot Noir, 3.75 oz.",94,3g,0g,0g,0mg,5mg,1g,0g
TOTAL:,"1,477",174g,57g,98g,840mg,"1,160mg",28g,64g
10-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 1/2 serving",208,46g,1g,13g,0mg,32mg,6g,11g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"black bean soup, 1 1/2 serving",208,46g,1g,13g,0mg,32mg,6g,11g
"Carb Nite - Almonds , 8 nuts",53,1g,8g,3g,0mg,0mg,1g,2g
Dinner,,,,,,,,
"pinto bean soup, 1/2 serving",67,16g,0g,4g,0mg,24mg,2g,8g
"Haas Avocado - Haas Avocado (5 Oz.), 0.5 Avocado (5 oz.)",125,7g,12g,2g,0mg,5mg,0g,5g
Snacks,,,,,,,,
"Crio Bru - Brewed Cocoa - Coca River, 5.5 Tbsp",28,4g,0g,0g,0mg,0mg,0g,0g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 6 tbsp (5g)",60,18g,3g,6g,0mg,390mg,0g,12g
"Squash - Butternut, cooked, baked, without salt, 1 cup, cubes",82,22g,0g,2g,0mg,8mg,4g,0g
"Red Wine - Pinot Noir, 3.75 oz.",94,3g,0g,0g,0mg,5mg,1g,0g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
TOTAL:,"1,438",186g,59g,76g,750mg,840mg,31g,58g
11-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Reese's - Reese's Peanut Butter Cup Mini (Not the Pieces), 1 pieces",44,5g,3g,1g,1mg,26mg,5g,0g
"Costco Cytosport - 100% Whey Protein, Chocolate, From the Creators of Muscle Milk, 0.67 scoop (36.3g)",93,2g,2g,18g,47mg,113mg,2g,1g
"Milky Way - Milky Way Mini Bar (1 Piece), 1 Piece",40,6g,2g,0g,0mg,15mg,5g,0g
"Truenutrition - Hydrolyzed Casein, 15 g",55,0g,0g,13g,0mg,0mg,0g,0g
"Truenutrition - 100% Whey Protein Isolate Microfiltrated, 15 grams",55,0g,0g,14g,0mg,38mg,0g,0g
"Generic - Mexican Sweet Bread Pan Dulce, 0.33 piece",97,15g,3g,2g,25mg,79mg,0g,0g
"Hershey's - Cocoa Special Dark Powder (Updated 5/12/12), 10 tbsp (5g)",100,30g,5g,10g,0mg,650mg,0g,20g
"Crio Bru - Brewed Cocoa - Coca River, 5 Tbsp",25,4g,0g,0g,0mg,0mg,0g,0g
Lunch,,,,,,,,
"Costco Cytosport - 100% Whey Protein, Chocolate, From the Creators of Muscle Milk, 0.67 scoop (36.3g)",93,2g,2g,18g,47mg,113mg,2g,1g
"Japanese Pumpkin - Kabocha Squash, 0.5 cup",40,4g,0g,1g,0mg,0mg,2g,1g
"pinto bean soup, 2 1/2 serving",334,80g,0g,22g,0mg,118mg,11g,42g
Dinner,,,,,,,,
"Fresh - 1 Grapefruit (230g), 0.33 grapefruit",32,8g,0g,1g,0mg,0mg,0g,1g
"Original Pork Sausage Patties B - Original Pork Sausage Patties B, 0.5 patties",70,1g,7g,3g,13mg,110mg,0g,0g
"Ritz - 1 Ritz Cracker, 2 crackers",32,1g,0g,0g,0mg,42mg,0g,0g
"Minerve - Whole Roasted Chestnuts, 6 chestnuts (30g)",60,14g,0g,0g,0mg,0mg,2g,3g
"Nabisco - Oreo - Per Package - 6/21/13, 1 cookies",53,8g,2g,0g,0mg,47mg,5g,0g
"Costco Cytosport - 100% Whey Protein, Chocolate, From the Creators of Muscle Milk, 0.67 scoop (36.3g)",93,2g,2g,18g,47mg,113mg,2g,1g
"black bean soup, 1/2 serving",70,15g,0g,4g,0mg,19mg,2g,3g
"Oil - Olive, 1.5 tsp",60,0g,7g,0g,0mg,0mg,0g,0g
"Japanese Pumpkin - Kabocha Squash, 0.67 cup",53,5g,0g,1g,0mg,0mg,3g,1g
"David - Pumpkin Seeds Roasted and Salted (With Shell) - Net Carbs, 0.75 serving 1/4 cup (30g kernel) 1/3 cup in shell",143,1g,12g,8g,0mg,705mg,0g,1g
TOTAL:,"1,642",203g,47g,134g,180mg,"2,188mg",41g,75g
12-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"lentil soup, 1 serving",176,30g,0g,13g,0mg,124mg,2g,8g
Dinner,,,,,,,,
"David - Pumpkin Seeds Roasted and Salted (With Shell) - Net Carbs, 0.25 serving 1/4 cup (30g kernel) 1/3 cup in shell",48,0g,4g,3g,0mg,235mg,0g,0g
"Haas Avocado - Haas Avocado (5 Oz.), 0.5 Avocado (5 oz.)",125,7g,12g,2g,0mg,5mg,0g,5g
"Generic - Kim Chi, 1 ounces",10,10g,1g,4g,0mg,"1,780mg",0g,6g
Snacks,,,,,,,,
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
"Red Wine - Pinot Noir, 2.5 oz.",63,2g,0g,0g,0mg,3mg,0g,0g
"Carb Nite - Almonds , 2 nuts",13,0g,2g,1g,0mg,0mg,0g,0g
TOTAL:,"1,228",132g,55g,72g,750mg,"2,567mg",23g,42g
13-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
"Chicken - Breast, meat only, cooked, roasted, 0.25 cup, chopped or diced",58,0g,1g,11g,30mg,26mg,0g,0g
"black eyed pea soup, 1 serving",157,53g,0g,5g,0mg,43mg,8g,7g
Dinner,,,,,,,,
"black eyed pea soup, 1 serving",157,53g,0g,5g,0mg,43mg,8g,7g
"lentil soup, 1/2 serving",88,15g,0g,6g,0mg,62mg,1g,4g
"Egg-land's Best - Egg - Large - Grade A, All Natural Vegetarian Fed Hens, 1 egg (50g)",70,0g,4g,6g,175mg,60mg,0g,0g
Snacks,,,,,,,,
"Carb Nite - Almonds , 2 nuts",13,0g,2g,1g,0mg,0mg,0g,0g
"Red Wine - Pinot Noir, 5 oz.",125,4g,0g,0g,0mg,6mg,1g,0g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
TOTAL:,"1,321",178g,42g,75g,955mg,622mg,34g,34g
14-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
"lentil soup, 1/2 serving",93,16g,0g,7g,0mg,29mg,1g,6g
Lunch,,,,,,,,
"lentil soup, 1 serving",185,31g,1g,14g,0mg,58mg,3g,12g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
Dinner,,,,,,,,
"black eyed pea soup, 1 serving",157,53g,0g,5g,0mg,43mg,8g,7g
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
Snacks,,,,,,,,
"Truenutrition - 100% Whey Protein Isolate Microfiltrated, 15 grams",55,0g,0g,14g,0mg,38mg,0g,0g
"Truenutrition - Hydrolyzed Casein, 15 g",55,0g,0g,13g,0mg,0mg,0g,0g
"Truenutrition - Whey Protein Concentrate, Super Grade, 15 g",60,1g,1g,12g,15mg,18mg,1g,1g
"True Nutrition - Gemma Pea Protein Isolate, 7.5 grams",30,0g,0g,6g,0mg,77mg,0g,0g
"True Nutrition - Rice Protein Concentrate Powder, 7.5 grams",28,1g,0g,6g,0mg,0mg,0g,1g
"Trader Joe's - Raw Brazil Nuts, 3 pieces (30 g)",81,2g,8g,2g,0mg,0mg,0g,1g
"Red Wine - Pinot Noir, 5 oz.",125,4g,0g,0g,0mg,6mg,1g,0g
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
TOTAL:,"1,625",161g,51g,138g,855mg,851mg,30g,44g
15-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"Brunswick - Seafood Snacks (Kippered) Herring Fillets***, 1 can",130,0g,8g,16g,65mg,460mg,0g,0g
"lentil soup, 1 serving",185,31g,1g,14g,0mg,58mg,3g,12g
"Oil - Olive, 1.5 tsp",60,0g,7g,0g,0mg,0mg,0g,0g
"O - Black Olives, Ripe Sliced, 1 tbsp",13,1g,1g,0g,0mg,63mg,0g,0g
Dinner,,,,,,,,
"black eyed pea soup, 1 serving",157,53g,0g,5g,0mg,43mg,8g,7g
"broccoli fried 2 eggs, 1 serving",240,12g,15g,17g,370mg,198mg,4g,5g
Snacks,,,,,,,,
"Wine - Cabernet Sauvignon - Red Wine, 5 oz",123,4g,0g,0g,0mg,6mg,1g,0g
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
TOTAL:,"1,348",143g,56g,78g,815mg,"1,012mg",28g,36g
16-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"black bean soup, 1 serving",140,30g,1g,8g,0mg,38mg,5g,7g
"egg fu yung 2, 1 serving",219,10g,14g,15g,380mg,146mg,7g,3g
Lunch,,,,,,,,
"lentil soup, 1 serving",185,31g,1g,14g,0mg,58mg,3g,12g
"Brunswick - Sardines In Spring Water/no Salt Added, 1 can (3.75oz)",130,0g,7g,17g,90mg,200mg,0g,0g
Dinner,,,,,,,,
"black eyed pea soup, 1 serving",157,53g,0g,5g,0mg,43mg,8g,7g
"broccoli steamed 2 eggs, 1 serving",212,9g,13g,19g,372mg,223mg,4g,8g
Snacks,,,,,,,,
"Carb Nite - Almonds , 4 nuts",27,1g,4g,2g,0mg,0mg,0g,1g
"Wine - Cabernet Sauvignon - Red Wine, 3.75 oz",92,3g,0g,0g,0mg,5mg,1g,0g
"Trader Joe's - Raw Brazil Nuts, 2 pieces (30 g)",54,1g,5g,1g,0mg,0mg,0g,1g
TOTAL:,"1,216",138g,45g,81g,842mg,713mg,28g,39g
17-Jan-14,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
